Price,Name,Location,Link
"$8,700","2011 Hyundai Sonata Limited Auto","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2011-hyundai-sonata-limited/7252059330.html
"$8,000","2011 Hyundai Santa Fe Limited 3.5 4WD 6-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2011-hyundai-santa-fe-limited/7252059144.html
"$23,000","2013 GMC Acadia Denali Sport Utility 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-gmc-acadia-denali-sport/7252058963.html
"$31,000","2017 GMC Sierra 1500 Crew Cab Pickup 4D 6 1/2 ft pickup Gray - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-gmc-sierra-1500-crew-cab/7252058957.html
"$6,800","2010 Hyundai Santa Fe GLS 2.4 FWD 6-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2010-hyundai-santa-fe-gls-24/7252058949.html
"$9,000","2008 Honda Pilot EX-L 4WD AT 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2008-honda-pilot-ex-4wd-at/7252058749.html
"$13,000","2013 Hyundai Sonata GLS Sedan 4D sedan Red - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-hyundai-sonata-gls-sedan/7252058701.html
"$11,000","2011 Honda Odyssey EX-L 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2011-honda-odyssey-ex-5-speed/7252058573.html
"$9,000","2009 Honda Odyssey EX 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2009-honda-odyssey-ex-speed/7252058408.html
"$13,000","2018 Honda Fit LX CVT","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2018-honda-fit-lx-cvt/7252058248.html
"$7,500","2007 Honda CR-V EX 4WD AT 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2007-honda-cr-ex-4wd-at-speed/7252058092.html
"$5,300","2007 Honda Accord EX-L Sedan AT 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2007-honda-accord-ex-sedan-at/7252057948.html
"$6,800","2009 Honda Accord EX Sedan AT 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2009-honda-accord-ex-sedan-at/7252057803.html
"$5,500","2010 Ford Fusion SE 5-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2010-ford-fusion-se-speed/7252057658.html
"$6,500","2006 Buick LaCrosse CXL 4-Speed Automatic","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/manville-2006-buick-lacrosse-cxl-speed/7252057497.html
"$25,000","2013 Lexus RX RX 350 Sport Utility 4D suv Beige - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-lexus-rx-rx-350-sport/7252054840.html
"$0","2017 GMC Yukon XL Denali 4x4 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-gmc-yukon-xl-denali-4x4/7252055547.html
"$18,000","2017 Mazda CX-5, Machine Gray Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-mazda-cx-machine-gray/7252051684.html
"$15,000","2019 Ford Fusion Hybrid -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-ford-fusion-hybrid/7252047920.html
"$18,000","2017 Mazda CX-5, Jet Black Mica","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-mazda-cx-jet-black-mica/7252046611.html
"$23,000","2017 Ram 1500 -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2017-ram/7252045940.html
"$22,000","2019 Chrysler 300 -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-chrysler-300/7252043886.html
"$13,000","2018 Ford Escape -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2018-ford-escape/7252041834.html
"$18,000","2017 Volvo V60, Magic Blue Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-volvo-v60-magic-blue/7252041388.html
"$18,000","2019 Ford Fusion -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-ford-fusion/7252039748.html
"$11,000","2018 ford focus","LINDEN",https://cnj.craigslist.org/cto/d/linden-2018-ford-focus/7252039706.html
"$14,000","2019 Ford Fusion Hybrid -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-ford-fusion-hybrid/7252037630.html
"$34,000","2019 Honda Passport, White Diamond Pearl","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2019-honda-passport-white/7252036272.html
"$13,000","2016 Ram ProMaster City Cargo Van -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2016-ram-promaster-city-cargo/7252035615.html
"$15,000","2019 Hyundai Tucson -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-hyundai-tucson/7252033481.html
"$7,600","2010 NISSAN MAXIMA SV","MATAWAN NJ",https://cnj.craigslist.org/cto/d/2010-nissan-maxima-sv/7252033369.html
"$18,000","2020 Nissan Altima -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2020-nissan-altima/7252031322.html
"$30,000","2018 Ford Explorer, Magnetic Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-ford-explorer-magnetic/7252030946.html
"$18,000","2019 Nissan Altima -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2019-nissan-altima/7252029037.html
"$0","2019 Chevrolet Chevy Tahoe LT 4x4 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2019-chevrolet-chevy-tahoe-lt/7252028063.html
"$11,000","2014 Honda Civic Sedan -","***100% GUARANTEED APPROVAL! BUY HERE - PAY HERE**",https://cnj.craigslist.org/ctd/d/parlin-2014-honda-civic-sedan/7252026887.html
"$25,000","2018 Jeep Grand Cherokee, Velvet Red Pearlcoat","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-jeep-grand-cherokee/7252022575.html
"$300","2008 Nissan Pathfinder SE-Come Drive It--WE FINANCE EVERYONE","FROM $299 DOWN YOUR APPROVED",https://cnj.craigslist.org/ctd/d/burlington-2008-nissan-pathfinder-se/7252019858.html
"$5,500","2005 Lexus ES 330","WATCHUNG",https://cnj.craigslist.org/cto/d/watchung-2005-lexus-es-330/7252015390.html
"$14,000","2017 Subaru Forester, Jasmine Green Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-subaru-forester/7252014565.html
"$23,000","2017 Lincoln Continental, White Platinum Metallic Tri-Coat","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-lincoln-continental/7252009111.html
"$36,000","2018 Nissan Titan XD, Pearl White","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-nissan-titan-xd-pearl/7252003529.html
"$0","2013 Dodge Durango Crew AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2013-dodge-durango-crew-awd-4dr/7251999393.html
"$0","2017 Ford Explorer Sport AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-ford-explorer-sport-awd/7251998646.html
"$35,000","2018 Volvo XC90, Denim Blue Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-volvo-xc90-denim-blue/7251997639.html
"$13,000","Low Miles 2016 Toyota Camry","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/iselin-low-miles-2016-toyota-camry/7251997167.html
"$50,000","2014 FORD F-450 PARTY BUS","WESTFIELD",https://cnj.craigslist.org/ctd/d/garwood-2014-ford-450-party-bus/7251996824.html
"$23,000","2020 Hyundai Kona, Thunder Gray","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2020-hyundai-kona-thunder/7251991901.html
"$0","2017 Ford Explorer Sport AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-ford-explorer-sport-awd/7251991879.html
"$27,000","1957 THUNDERBIRD 28K ORG MILES SELL OR TRADE","TOMS RIVER NJ",https://cnj.craigslist.org/cto/d/island-heights-1957-thunderbird-28k-org/7251991321.html
"$5,900","FOR SALE:  2010 Subaru Forester","LAWRENCEVILLE",https://cnj.craigslist.org/cto/d/trenton-for-sale-2010-subaru-forester/7251986175.html
"$3,800","2009 honda fit sport w/ navigation","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/trenton-2009-honda-fit-sport-navigation/7251983934.html
"$2,900","2001 Audi A6 Clean!!","JACKSON",https://cnj.craigslist.org/cto/d/jackson-2001-audi-a6-clean/7251983437.html
"$18,000","2018 Volkswagen Tiguan, Deep Black Pearl Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-volkswagen-tiguan-deep/7251982627.html
"$54,000","2018 BMW M3, Black Sapphire Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-bmw-m3-black-sapphire/7251976680.html
"$21,000","2016 MAZDA MX5 Miata Grand Touring Convertible 2D Convertible White -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-mazda-mx5-miata-grand/7251974886.html
"$42,000","2020 Chevy Chevrolet Suburban LT Sport Utility 4D suv White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2020-chevy-chevrolet-suburban/7251974891.html
"$9,900","TOYOTA- 4RUNNER - EXCELLENT","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/south-river-toyota-4runner-excellent/7251975577.html
"$22,000","2014 *Acura* *MDX* *AWD 4dr Tech Pkg* White","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/asbury-park-2014-acura-mdx-awd-4dr-tech/7251974402.html
"$37,000","2019 Nissan Titan Crew Cab SV Pickup 4D 5 1/2 ft pickup Silver -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-nissan-titan-crew-cab-sv/7251974133.html
"$9,400","2011 Mini Countryman S ALL4 AWD 4dr Crossover","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2011-mini-countryman-all4-awd/7251971617.html
"$18,000","2013 INFINITI G G37x Sedan 4D sedan Blue - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-infiniti-g37x-sedan-4d/7251970355.html
"$11,000","2016 Chevy Chevrolet Spark EV 2LT Hatchback 4D hatchback White -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2016-chevy-chevrolet-spark-ev/7251970337.html
"$5,500","2011 Subaru Forester 2.5X AWD 4dr Wagon 4A","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2011-subaru-forester-25x-awd/7251971462.html
"$3,800","2007 Chevrolet Cobalt LS 2dr Coupe","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2007-chevrolet-cobalt-ls-2dr/7251971322.html
"$6,000","2010 Nissan Maxima 3.5 S 4dr Sedan","NISSAN MAXIMA SEDAN",https://cnj.craigslist.org/ctd/d/trenton-2010-nissan-maxima-35-4dr-sedan/7251971248.html
"$35,000","2019 Subaru WRX WRX STI Sedan 4D sedan Blue - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-subaru-wrx-wrx-sti-sedan/7251970207.html
"$19,000","2014 VW Volkswagen Beetle R-Line Convertible 2D Convertible Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2014-vw-volkswagen-beetle-line/7251970191.html
"$36,000","2018 GMC Sierra 1500 Double Cab SLT Pickup 4D 6 1/2 ft pickup Black -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-gmc-sierra-1500-double-cab/7251969923.html
"$30,000","2018 Ram 1500 Crew Cab Tradesman Pickup 4D 5 1/2 ft pickup Gray -","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-ram-1500-crew-cab/7251970171.html
"$28,000","2017 Ram 1500 Quad Cab SLT Pickup 4D 6 1/3 ft pickup Silver - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-ram-1500-quad-cab-slt/7251970154.html
"$19,000","2013 Lexus ES ES 350 Sedan 4D sedan Beige - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-lexus-es-es-350-sedan-4d/7251969822.html
"$34,000","2017 BMW X5, Dark Graphite Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-bmw-x5-dark-graphite/7251970586.html
"$31,000","2017 Chevy Chevrolet Silverado 1500 Double Cab LT Pickup 4D 6 1/2 ft","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-chevy-chevrolet-silverado/7251969571.html
"$19,000","2020 Jeep Renegade Sport SUV 4D suv Red - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2020-jeep-renegade-sport-suv-4d/7251970117.html
"$19,000","2017 Chrysler 300 300 Limited Sedan 4D sedan Silver - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-chrysler-limited-sedan-4d/7251964901.html
"$22,000","2013 Lexus GS GS 350 Sedan 4D sedan Gray - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2013-lexus-gs-gs-350-sedan-4d/7251964592.html
"$0","2017 Honda CR-V EX L AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2017-honda-cr-ex-awd-4dr-suv/7251964512.html
"$16,000","2017 BMW i3, Ionic Silver Metallic w/BMW i Frozen Blue Acc","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-bmw-i3-ionic-silver/7251961593.html
"$4,500","2009 BMW 328i xDrive  Sedan 4D","_BMW_ _328I XDRIVE_ _SEDAN_",https://cnj.craigslist.org/ctd/d/cliffwood-2009-bmw-328i-xdrive-sedan-4d/7251959483.html
"$10,000","2013 Ford Econoline E-250","SOUTH AMBOY NJ",https://cnj.craigslist.org/ctd/d/keasbey-2013-ford-econoline-250/7251954450.html
"$15,000","2014 Ford Econoline E-150","SOUTH AMBOY NJ",https://cnj.craigslist.org/ctd/d/keasbey-2014-ford-econoline-150/7251954435.html
"$9,500","2008 Ford Econoline E-250","SOUTH AMBOY NJ",https://cnj.craigslist.org/ctd/d/keasbey-2008-ford-econoline-250/7251954417.html
"$14,000","2013 Ford Econoline E-150","SOUTH AMBOY NJ",https://cnj.craigslist.org/ctd/d/keasbey-2013-ford-econoline-150/7251954168.html
"$13,000","2016 Volkswagen Beetle Coupe, Deep Black Pearl","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2016-volkswagen-beetle/7251952956.html
"$3,000","!! 2009 Nissan Versa, 4 Cylinder, 109k Miles, Fully Serviced !!!","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/clifton-nissan-versa-cylinder-109k/7251949133.html
"$14,000","2017 Ford Escape, Shadow Black","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-ford-escape-shadow/7251944771.html
"$0","2020 Toyota Camry LE 4dr Sedan -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2020-toyota-camry-le-4dr-sedan/7251939411.html
"$13,000","2018 Ford Escape, Lightning Blue Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-ford-escape-lightning/7251939217.html
"$29,000","2018 Volvo XC90, Luminous Sand Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2018-volvo-xc90-luminous/7251931789.html
"$13,000","2017 Volvo S60, Electric Silver Metallic","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-volvo-s60-electric/7251926773.html
"$10,000","09 Kia optima","RAHWAY",https://cnj.craigslist.org/cto/d/rahway-09-kia-optima/7251925123.html
"$21,000","2017 Ford Expedition, Oxford White","AUTOMOTIVE AVENUES",https://cnj.craigslist.org/ctd/d/farmingdale-2017-ford-expedition-oxford/7251921998.html
"$0","2018 Toyota RAV4 LE AWD 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2018-toyota-rav4-le-awd-4dr-suv/7251917057.html
"$10,000","CASH CASH CASH   WE BUY ANY CONDITION PLEASE CALL 9083972901","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/springfield-cash-cash-cash-we-buy-any/7251907562.html
"$3,300","1998 Nissan Pathfinder LE 4dr 4WD SUV","NISSAN PATHFINDER SUV",https://cnj.craigslist.org/ctd/d/trenton-1998-nissan-pathfinder-le-4dr/7251899134.html
"$3,000","2004 Volkswagen Jetta GLS 4dr Sedan","VOLKSWAGEN JETTA SEDAN",https://cnj.craigslist.org/ctd/d/trenton-2004-volkswagen-jetta-gls-4dr/7251898930.html
"$5,900","2012 Mazda Mazda3 i Touring 4dr Sedan 5M w/R Production","MAZDA MAZDA3 SEDAN",https://cnj.craigslist.org/ctd/d/trenton-2012-mazda-mazda3-touring-4dr/7251898722.html
"$20,000","*2018* *Jeep* *Compass* *Latitude*","_JEEP_ _COMPASS_ _SUV_",https://cnj.craigslist.org/ctd/d/lawrence-township-2018-jeep-compass/7251898216.html
"$13,000","2015 jeep renegade","MIDDLESEX",https://cnj.craigslist.org/cto/d/dunellen-2015-jeep-renegade/7251897330.html
"$0","2015 Cadillac Escalade Premium 4x4 4dr SUV -$500 Down Drive Today","+ NASA AUTO GROUP LLC - NO CREDIT NEEDED",https://cnj.craigslist.org/ctd/d/passaic-2015-cadillac-escalade-premium/7251896363.html
"$4,000","2007 Chrysler PT Cruiser Base 4dr Wagon","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2007-chrysler-pt-cruiser-base/7251891515.html
"$6,800","2010 Chevrolet Traverse LT AWD 4dr SUV w/1LT","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2010-chevrolet-traverse-lt/7251891446.html
"$8,400","2011 Kia Sorento LX AWD 4dr SUV","EAST BRUNSWICK, NJ",https://cnj.craigslist.org/ctd/d/spotswood-2011-kia-sorento-lx-awd-4dr/7251891361.html
"$12,000","2011 Nissan Xterra S #  05924","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2011-nissan-xterra/7251872686.html
"$18,000","2011 Ram 1500 Laramie #  58173","TOMS RIVER",https://cnj.craigslist.org/ctd/d/toms-river-2011-ram-1500-laramie/7251872601.html
"$9,000","2009 bmw 328i coupe xdrive stick shift","EAST BRUNSWICK",https://cnj.craigslist.org/cto/d/east-brunswick-2009-bmw-328i-coupe/7251860708.html
"$13,000","2014 Fusion Titanium","MONROE TWP",https://cnj.craigslist.org/cto/d/monroe-township-2014-fusion-titanium/7251824127.html
"$14,000","2014 Ford Fusion 2.5 SE (15,000 miles)","FLEMINGTON",https://cnj.craigslist.org/cto/d/flemington-2014-ford-fusion-25-se-miles/7251811003.html
"$6,000","Toyota Tacoma 2007","TRENTON",https://cnj.craigslist.org/cto/d/trenton-toyota-tacoma-2007/7251809542.html
"$4,400","KIA SPORTAGE","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/south-river-kia-sportage/7251796265.html
"$9,500","2010 BMW 128i Coupe","MONMOUTH JUNCTION",https://cnj.craigslist.org/cto/d/monmouth-junction-2010-bmw-128i-coupe/7251780182.html
"$14,000","2020 Acura TLX V6 4dr Sedan Sedan","DG AUTO GROUP",https://cnj.craigslist.org/ctd/d/miami-2020-acura-tlx-v6-4dr-sedan-sedan/7251777345.html
"$25,000","2016 Lexus IS300 F Sport","WOODBRIDGE",https://cnj.craigslist.org/cto/d/woodbridge-2016-lexus-is300-sport/7251766773.html
"$37,000","2018 Ford F-250 CREW CAB XL FLAT BED 4X4 1-OWNER!!!","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/finksburg-2018-ford-250-crew-cab-xl/7251760670.html
"$46,000","2018 Dodge Ram 2500 Crew Cab TRADESMAN 4X4 1-OWNER!!!  FACTORY WARRA","NO LOCATION PROVIDED",https://cnj.craigslist.org/ctd/d/finksburg-2018-dodge-ram-2500-crew-cab/7251760630.html
"$22,000","porsche cayenne","NO LOCATION PROVIDED",https://cnj.craigslist.org/cto/d/linden-porsche-cayenne/7251758895.html
"$16,000","2015 Toyota Camry XLE","UNION NJ",https://cnj.craigslist.org/ctd/d/kenilworth-2015-toyota-camry-xle/7251741569.html
"$23,000","2017 Lincoln MKC Select Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-select-sport/7251735387.html
"$21,000","2017 Lincoln MKC Reserve Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-reserve-sport/7251735404.html
"$22,000","2017 Lincoln MKC Premiere Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-premiere-sport/7251735362.html
"$41,000","2018 Audi Q7 3.0T Premium Plus Sport Utility 4D suv Silver - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-30t-premium-plus/7251735332.html
"$37,000","2018 Audi Q7 2.0T Premium Plus Sport Utility 4D suv Gray - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-20t-premium-plus/7251735179.html
"$4,000","1994 ford bronco","JOINT BASE MDL",https://cnj.craigslist.org/cto/d/joint-base-mdl-1994-ford-bronco/7251734251.html
"$7,500","08 Jeep Grand Cherokee","PISCATAWAY",https://cnj.craigslist.org/cto/d/piscataway-08-jeep-grand-cherokee/7251733004.html
"$32,000","2017 Audi Q7 2.0T Premium Sport Utility 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-audi-q7-20t-premium-sport/7251731394.html
"$31,000","2017 Audi Q7 2.0T Premium Plus Sport Utility 4D suv Blue - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-audi-q7-20t-premium-plus/7251731392.html
"$25,000","2017 Lincoln MKC Reserve Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-reserve-sport/7251731338.html
"$40,000","2018 Audi Q7 3.0T Prestige Sport Utility 4D suv Gray - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-30t-prestige-sport/7251731187.html
"$23,000","2017 Lincoln MKC Reserve Sport Utility 4D suv Gold - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-reserve-sport/7251731372.html
"$35,000","2019 Lincoln MKC Reserve Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-lincoln-mkc-reserve-sport/7251731288.html
"$39,000","2018 Audi Q7 3.0T Premium Plus Sport Utility 4D suv Gray - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-30t-premium-plus/7251731265.html
"$25,000","2018 Lincoln MKC Reserve Sport Utility 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-lincoln-mkc-reserve-sport/7251731232.html
"$44,000","2018 Audi Q7 3.0T Prestige Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-30t-prestige-sport/7251731140.html
"$45,000","2019 Audi Q7 3.0T Premium Plus Sport Utility 4D suv White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2019-audi-q7-30t-premium-plus/7251731096.html
"$29,000","2017 Audi Q7 3.0T Premium Plus Sport Utility 4D suv White - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-audi-q7-30t-premium-plus/7251730890.html
"$22,000","2017 Lincoln MKC Select Sport Utility 4D suv Black - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-select-sport/7251727416.html
"$38,000","2018 Audi Q7 2.0T Premium Sport Utility 4D suv White - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-20t-premium-sport/7251727101.html
"$39,000","2018 Audi Q7 3.0T Premium Plus Sport Utility 4D suv Gray - FINANCE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2018-audi-q7-30t-premium-plus/7251727074.html
"$20,000","2017 Lincoln MKC Premiere Sport Utility 4D suv Silver - FINANCE ONLINE","TOUCHLESS DELIVERY TO YOUR HOME",https://cnj.craigslist.org/ctd/d/trenton-2017-lincoln-mkc-premiere-sport/7251726926.html
